KEY,FACE_TYPE,CLIENT_ID,SKU_ID,TRACKING_LEVEL,OWNER_ID,ORIGIN_ID,CONDITION_ID,SPEC_CODE,SITE_ID,LOCATION_ID,ZONE_1,TRIGGER_QTY,MIN_REPLEN_QTY,MAX_TASK_QTY,MAX_RELD_REPLEN,AUTO_REPLEN,REPLEN_WHOLE,ABC_FREQUENCY,ABC_STORAGE,ABC_DISABLE,BATCH_REPLEN_MODE,START_DSTAMP,END_DSTAMP,QTY_ON_HAND,QTY_ALLOCATED,QTY_DUE,PRIMARY_FACE,MAXIMUM_QTY,OVERFILL_RELATIVE_QTY,REPLEN_TRACKING_LEVEL,CE_INV_TYPE,CE_UNDER_BOND,MULTIPLE_LOCATIONS,REPLEN_ON_HOLD,REPLEN_TO_TRIGGER,REPLEN_SPLIT_TO_FIT,MAX_LOCATIONS,FROM_LOCATION,TO_LOCATION,FROM_AISLE,TO_AISLE,FROM_BAY,TO_BAY,FROM_LEVEL,TO_LEVEL,USER_DEF_TYPE_1,USER_DEF_TYPE_2,USER_DEF_TYPE_3,USER_DEF_TYPE_4,USER_DEF_TYPE_5,USER_DEF_TYPE_6,USER_DEF_TYPE_7,USER_DEF_TYPE_8,USER_DEF_CHK_1,USER_DEF_CHK_2,USER_DEF_CHK_3,USER_DEF_CHK_4
60256,F,M+S,60622627,,M+S,,VETCERT,,9771,AH30A02,,1,2454,,,Y,N,,,N,N,,,492,312,0,Y,2454,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
61084,F,M+S,60482291,,M+S,,VETCERT,,9771,AS39A01,,1,1056,,,Y,N,,,N,N,,,1040,1048,1056,Y,1056,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
66288,F,M+S,20122694,,M+S,,,,9771,WA26A01,,60,,,,Y,Y,,,N,N,,,648,372,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,12,2023,,N,N,N,N
61089,F,M+S,60482121,,M+S,,VETCERT,,9771,AT56A01,,1,1200,,,Y,N,,,N,N,,,80,105,1165,Y,1200,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,5,,,N,N,N,N
46179,F,M+S,60575121,,M+S,,,,9771,WE21A01,,30,,,,N,Y,,,N,N,,,0,0,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
66295,F,M+S,60065651,,M+S,,,,9771,WA34A01,,1,840,,,Y,N,,,N,N,,,264,588,840,Y,840,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
61116,F,M+S,60060750,,M+S,,,,9771,AS69A02,,140,,,,Y,Y,,,N,N,,,0,835,1120,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,5,,,N,N,N,N
66300,F,M+S,60074140,,M+S,,,,9771,WA37A01,,1,900,,,Y,N,,,N,N,,,108,0,0,Y,900,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2022,,N,N,N,N
68527,F,M+S,60057440,,M+S,,,,9771,AF21A02,,192,,,,Y,Y,,,N,N,,,228,24,960,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
68530,F,M+S,60510869,,M+S,,,,9771,AR23A02,,120,,,,Y,Y,,,N,N,,,192,624,960,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
68249,F,M+S,60689681,,M+S,,VETCERT,,9771,AT46A01,,1,2000,,,Y,N,,,N,N,,,510,230,0,Y,2000,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
61870,F,M+S,60505968,,M+S,,,,9771,AN64A01,,320,,,,Y,Y,,,N,N,,,1936,480,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
66317,F,M+S,60473649,,M+S,,,,9771,WA67A02,,30,,,,Y,Y,,,N,N,,,534,162,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
61117,F,M+S,21004158,,M+S,,,,9771,AS71A01,,96,,,,Y,Y,,,N,N,,,0,786,1536,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
70632,F,M+S,20001852,,M+S,,,,9771,WH52A01,,30,,,,Y,Y,,,N,N,,,414,450,690,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
66318,F,M+S,60474709,,M+S,,,,9771,WA68A01,,30,,,,N,Y,,,N,N,,,84,2412,2700,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
68531,F,M+S,60510869,,M+S,,,,9771,AR31A02,,120,,,,Y,Y,,,N,N,,,912,588,0,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
64734,F,M+S,60480600,,M+S,,VETCERT,,9771,WE14A01,,1,720,,,Y,N,,,N,N,,,636,120,0,N,720,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
43002,F,M+S,60494598,,M+S,,VETCERT,,9771,AT73A02,,1,4480,,,Y,N,,,N,N,,,3520,120,0,Y,4480,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,40,,,N,N,N,N
64754,F,M+S,60701699,,M+S,,,,9771,WC23A01,,60,,,,Y,Y,,,N,N,,,900,24,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,12,0,,N,N,N,N
49795,F,M+S,60468171,,M+S,,,,9771,AN15A01,,176,,,,Y,Y,,,N,N,,,388,48,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,4,,,N,N,N,N
64756,F,M+S,60484221,,M+S,,,,9771,WF17A01,,30,,,,Y,Y,,,N,N,,,252,120,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
70633,F,M+S,20001852,,M+S,,,,9771,WH53A01,,30,,,,Y,Y,,,N,N,,,204,90,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
70634,F,M+S,20001852,,M+S,,,,9771,WH56A01,,30,,,,Y,Y,,,N,N,,,288,444,690,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
64759,F,M+S,60464541,,M+S,,,,9771,WE09A01,,30,,,,Y,Y,,,N,N,,,108,726,672,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
66323,F,M+S,60482151,,M+S,,,,9771,WA72A02,,30,,,,Y,Y,,,N,N,,,1050,0,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2022,,N,N,N,N
64760,F,M+S,60565858,,M+S,,,,9771,WD32A02,,60,,,,Y,Y,,,N,N,,,0,0,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,0,,N,N,N,N
71268,F,M+S,60628079,,M+S,,,,9771,WB18A02,,1,840,,,Y,N,,,N,N,,,816,252,840,Y,840,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2024,,N,N,N,N
61897,F,M+S,21042009,,M+S,,,,9771,AJ17A01,,180,,,,Y,Y,,,N,N,,,912,1992,2340,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
71280,F,M+S,60515941,,M+S,,VETCERT,,9771,BC19A01,,1,800,,,Y,N,,,N,N,,,800,0,0,N,800,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
66324,F,M+S,60482168,,M+S,,,,9771,WA73A01,,1,900,,,Y,N,,,N,N,,,510,138,0,Y,900,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
66325,F,M+S,60482171,,M+S,,,,9771,WA73A02,,1,900,,,Y,N,,,N,N,,,552,252,0,Y,900,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
66328,F,M+S,60522208,,M+S,,,,9771,WA75A01,,1,630,,,Y,N,,,N,N,,,366,12,0,Y,630,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2022,,N,N,N,N
66333,F,M+S,60543659,,M+S,,,,9771,WA78A01,,1,3168,,,Y,N,,,N,N,,,3084,468,0,Y,3168,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,12,2023,,N,N,N,N
58776,F,M+S,60679213,,M+S,,,,9771,AW64A01,,240,,,,Y,Y,,,N,N,,,0,0,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,24,,,N,N,N,N
70635,F,M+S,20001852,,M+S,,,,9771,WH57A01,,30,,,,Y,Y,,,N,N,,,282,450,690,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
66339,F,M+S,60569291,,M+S,,,,9771,WB07A02,,30,,,,Y,Y,,,N,N,,,336,150,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2022,,N,N,N,N
66340,F,M+S,60569300,,M+S,,,,9771,WB10A02,,30,,,,Y,Y,,,N,N,,,198,66,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
68767,F,M+S,60521817,,M+S,,VETCERT,,9771,AU67A01,,1,399,,,Y,N,,,N,N,,,133,0,0,Y,399,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,7,,,N,N,N,N
70636,F,M+S,20001852,,M+S,,,,9771,WH62A01,,30,,,,Y,Y,,,N,N,,,192,456,690,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
44600,F,M+S,60567629,,M+S,,,,9771,AE18A02,,168,,,,Y,Y,,,N,N,,,876,576,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
71281,F,M+S,60515941,,M+S,,VETCERT,,9771,BC19A02,,1,800,,,Y,N,,,N,N,,,810,0,0,N,800,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
60395,F,M+S,60014914,,M+S,,,,9771,AH63A02,,180,,,,Y,Y,,,N,N,,,1878,432,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
66630,F,M+S,20062754,,M+S,,,,9771,BB61A01,,174,,,1,Y,Y,,,N,N,,,894,342,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
55987,F,M+S,60679479,,M+S,,,,9771,AE51A01,,60,,,,Y,Y,,,N,N,,,1236,120,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
66632,F,M+S,20062755,,M+S,,,,9771,BB64A01,,174,,,1,Y,Y,,,N,N,,,1098,3438,2436,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
70637,F,M+S,20001852,,M+S,,,,9771,WH63A01,,30,,,,Y,Y,,,N,N,,,174,492,690,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
68855,F,M+S,60477295,,M+S,,,,9771,AX26A01,,192,,,,Y,Y,,,N,N,,,360,360,0,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
68856,F,M+S,60619376,,M+S,,,,9771,AX47A01,,32,,,,Y,Y,,,N,N,,,72,160,160,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
68861,F,M+S,60712134,,M+S,,,,9771,WF56A02,,1,900,,,Y,N,,,N,N,,,210,612,654,Y,900,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
60457,F,M+S,60517146,,M+S,,,,9771,AH30A01,,234,,,,Y,Y,,,N,N,,,2064,168,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
66387,F,M+S,60072015,,M+S,,,,9771,WB77A02,,1,900,,,Y,N,,,N,N,,,174,420,900,N,900,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
66389,F,M+S,60008568,,M+S,,,,9771,WA28A01,,30,,,,Y,Y,,,N,N,,,138,672,660,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2022,,N,N,N,N
66392,F,M+S,60522209,,M+S,,,,9771,WA75A02,,1,900,,,Y,N,,,N,N,,,6,0,0,Y,900,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
66395,F,M+S,60694668,,M+S,,,,9771,BB50A01,,30,,,,Y,Y,,,N,N,,,792,96,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,3,,,N,N,N,N
70638,F,M+S,20001852,,M+S,,,,9771,WH66A01,,30,,,,Y,Y,,,N,N,,,468,480,690,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
68250,F,M+S,20059533,,M+S,,VETCERT,,9771,AT19A02,,1,1360,,,Y,N,,,N,N,,,270,270,0,Y,1360,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
70649,F,M+S,20002246,,M+S,,,,9771,WH44A01,,30,,,,Y,Y,,,N,N,,,642,456,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
70654,F,M+S,20062785,,M+S,,,,9771,WH50A02,,30,,,,Y,Y,,,N,N,,,198,690,900,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
70660,F,M+S,20062952,,M+S,,,,9771,WH54A01,,30,,,,Y,Y,,,N,N,,,42,66,720,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
70662,F,M+S,20062952,,M+S,,,,9771,WH60A01,,30,,,,Y,Y,,,N,N,,,564,12,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
45396,F,M+S,60468260,,M+S,,,,9771,AM59A02,,144,,,,Y,Y,,,N,N,,,1044,60,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
71203,F,M+S,60627301,,M+S,,,,9771,BB45A01,,24,,,,Y,Y,,,N,N,,,768,312,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,24,,,N,N,N,N
66957,F,M+S,60680912,,M+S,,VETCERT,,9771,AT32A01,,1,648,,,Y,N,,,N,N,,,348,60,0,Y,648,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
67274,F,M+S,60619276,,M+S,,VETCERT,,9771,BF33A01,,1,900,,,Y,N,,,N,N,,,20,20,0,Y,900,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,5,,,N,N,N,N
67297,F,M+S,60711179,,M+S,,,,9771,AF22A02,,50,,,,Y,Y,,,N,N,,,570,650,660,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
67564,F,M+S,60704560,,M+S,,,,9771,WE28A02,,60,,,,Y,Y,,,N,N,,,141,975,1134,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,3,0,,N,N,N,N
31982,F,M+S,20134615,,M+S,,,,9771,AW24A02,,336,,,,Y,Y,,,N,N,,,486,60,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
61341,F,M+S,60628306,,M+S,,VETCERT,,9771,AR24A01,,1,1800,,,Y,N,,,N,N,,,192,5304,5400,Y,1800,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
54714,F,M+S,60501678,,M+S,,,,9771,WD67A02,,60,,,,Y,Y,,,N,N,,,1620,324,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,12,0,,N,N,N,N
61379,F,M+S,60030403,,M+S,,VETCERT,,9771,AR62A01,,1,756,,,Y,N,,,N,N,,,0,315,756,Y,756,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,21,,,N,N,N,N
61394,F,M+S,60513253,,M+S,,VETCERT,,9771,AR70A02,,1,2250,,,Y,N,,,N,N,,,1638,1926,2160,Y,2250,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,18,,,N,N,N,N
61395,F,M+S,60190256,,M+S,,,,9771,AR71A02,,378,,,1,Y,Y,,,N,N,,,1134,1134,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,54,,,N,N,N,N
61396,F,M+S,60475406,,M+S,,,,9771,AR72A01,,216,,,,Y,Y,,,N,N,,,648,384,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
47510,F,M+S,60596991,,M+S,,,,9771,AG32A02,,1,1440,,,Y,N,,,N,N,,,1072,176,256,Y,1440,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
70663,F,M+S,20062952,,M+S,,,,9771,WH61A01,,30,,,,Y,Y,,,N,N,,,558,120,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
61482,F,M+S,60540673,,M+S,,,,9771,AQ15A01,,240,,,,Y,Y,,,N,N,,,2016,480,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,48,,,N,N,N,N
67567,F,M+S,60699347,,M+S,,,,9771,WE36A01,,60,,,,Y,Y,,,N,N,,,336,396,690,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
67575,F,M+S,60691973,,M+S,,VETCERT,,9771,BB53A02,,1,1800,,,Y,N,,,N,N,,,1692,36,0,Y,1800,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
67603,F,M+S,60565857,,M+S,,,,9771,WC73A01,,6,,,,Y,Y,,,N,N,,,270,30,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
61580,F,M+S,60063655,,M+S,,,,9771,AG49A01,,300,,,,Y,Y,,,N,N,,,216,108,2700,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
67604,F,M+S,60688298,,M+S,,,,9771,WF09A02,,30,,,,Y,Y,,,N,N,,,240,126,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
61782,F,M+S,60628408,,M+S,,VETCERT,,9771,AR35A01,,1,2160,,,Y,N,,,N,N,,,1932,684,0,Y,2160,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
70491,F,M+S,60590501,,M+S,,,,9771,AM67A01,,80,,,1,Y,Y,,,N,N,,,250,460,320,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
62075,F,M+S,60573189,,M+S,,VETCERT,,9771,AJ31A02,,1,2970,,,Y,N,,,N,N,,,2616,132,0,Y,2970,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
65403,F,M+S,20001614,,M+S,,VETCERT,,9771,AQ21A01,,1,840,,,Y,N,,,N,N,,,290,690,840,Y,840,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
65437,F,M+S,60709114,,M+S,,,,9771,AH35A02,,192,,,,Y,Y,,,N,N,,,18,306,1920,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
65626,F,M+S,60482308,,M+S,,VETCERT,,9771,AU42A02,,1,1200,,,Y,N,,,N,N,,,516,588,1200,Y,1200,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
55693,F,M+S,20059294,,M+S,,,,9771,AK34A02,,680,,,,Y,Y,,,N,N,,,7720,1540,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,20,,,N,N,N,N
65630,F,M+S,60680256,,M+S,,VETCERT,,9771,AU65A02,,1,2940,,,Y,N,,,N,N,,,372,252,0,Y,2940,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
70467,F,M+S,60104116,,M+S,,,,9771,AT18A02,,270,,,,Y,Y,,,N,N,,,126,1206,1620,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,18,,,N,N,N,N
65636,F,M+S,60694158,,M+S,,,,9771,AX51A02,,30,,,,Y,Y,,,N,N,,,6100,240,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
70498,F,M+S,60468292,,M+S,,,,9771,AL41A01,,90,,,,Y,Y,,,N,N,,,450,790,450,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
70501,F,M+S,60679862,,M+S,,VETCERT,,9771,AU78A02,,1,784,,,Y,N,,,N,N,,,728,588,0,N,784,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,14,,,N,N,N,N
70504,F,M+S,60475406,,M+S,,,,9771,AR04A02,,216,,,,Y,Y,,,N,N,,,780,456,0,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
70530,F,M+S,60475233,,M+S,,,,9771,AU77A01,,240,,,,Y,Y,,,N,N,,,120,480,1200,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
70531,F,M+S,60011217,,M+S,,VETCERT,,9771,AU42A01,,1,2000,,,Y,N,,,N,N,,,1230,460,0,N,2000,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
70532,F,M+S,60474236,,M+S,,,,9771,AU03A01,,300,,,,Y,Y,,,N,N,,,1720,960,0,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,20,,,N,N,N,N
70561,F,M+S,20059425,,M+S,,VETCERT,,9771,AL52A01,,1,256,,,Y,N,,,N,N,,,136,312,256,N,256,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
70574,F,M+S,60516312,,M+S,,,,9771,BA49A01,,12,,,,Y,Y,,,N,N,,,1044,816,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
70595,F,M+S,60481442,,M+S,,,,9771,AG52A02,,30,,,,Y,Y,,,N,N,,,834,144,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
70614,F,M+S,60474709,,M+S,,,,9771,WF64A02,,30,,,,N,Y,,,N,N,,,0,0,0,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
70616,F,M+S,60258441,,M+S,,,,9771,WE49A02,,30,,,,Y,Y,,,N,N,,,504,342,0,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
70621,F,M+S,60484486,,M+S,,,,9771,WB23A02,,1,666,,,Y,N,,,N,N,,,0,0,0,N,666,,,E,,N,Y,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
70625,F,M+S,60711819,,M+S,,,,9771,BB37A01,,1,2484,,,Y,N,,,N,N,,,1782,54,0,Y,2484,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
62759,F,M+S,60014966,,M+S,,,,9771,AG64A01,,168,,,,Y,Y,,,N,N,,,384,384,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
52021,F,M+S,60465674,,M+S,,,,9771,AG19A02,,192,,,,Y,Y,,,N,N,,,1344,432,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
68846,F,M+S,60037508,,M+S,,VETCERT,,9771,AR25A01,,1,560,,,Y,N,,,N,N,,,32,704,960,N,560,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,16,,,N,N,N,N
63886,F,M+S,60016177,,M+S,,,,9771,AN08A01,,192,,,,Y,Y,,,N,N,,,360,248,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
62992,F,M+S,60513270,,M+S,,,,9771,BA60A01,,144,,,,Y,Y,,,N,N,,,104,4,560,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,4,,,N,N,N,N
68896,F,M+S,60720469,,M+S,,,,9771,WG34A01,,1,840,,,Y,N,,,N,N,,,582,384,0,Y,840,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2024,,N,N,N,N
70664,F,M+S,20062952,,M+S,,,,9771,WH64A02,,30,,,,Y,Y,,,N,N,,,54,180,720,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
69867,F,M+S,60511294,,M+S,,,,9771,WE58A01,,6,,,,Y,Y,,,N,N,,,486,0,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2024,,N,N,N,N
57239,F,M+S,60011571,,M+S,,VETCERT,,9771,WM70A02,,1,3840,,,Y,N,,,N,N,,,0,0,0,N,3840,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
63017,F,M+S,60698325,,M+S,,,,9771,WG18A02,,30,,,,Y,Y,,,N,N,,,306,12,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
52498,F,M+S,60565856,,M+S,,,,9771,WC17A02,,5,,,,Y,Y,,,N,N,,,263,98,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,1,0,,N,N,N,N
70669,F,M+S,60052706,,M+S,,,,9771,WJ13A02,,30,,,,Y,Y,,,N,N,,,492,132,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
64904,F,M+S,60546690,,M+S,,,,9771,WC66A01,,40,,,,Y,Y,,,N,N,,,864,32,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,8,0,,N,N,N,N
64905,F,M+S,60002416,,M+S,,,,9771,WC74A01,,30,,,,Y,Y,,,N,N,,,102,462,432,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
61748,F,M+S,60544595,,M+S,,,,9771,AZ47A01,,336,,,,Y,Y,,,N,N,,,576,0,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,24,,,N,N,N,N
63020,F,M+S,60700932,,M+S,,,,9771,AW52A02,,120,,,,Y,Y,,,N,N,,,72,126,480,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
63021,F,M+S,60700834,,M+S,,,,9771,AW59A02,,40,,,,Y,Y,,,N,N,,,308,0,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,4,,,N,N,N,N
63022,F,M+S,60700833,,M+S,,,,9771,AW62A02,,36,,,,Y,Y,,,N,N,,,72,4,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,4,,,N,N,N,N
68912,F,M+S,60613251,,M+S,,VETCERT,,9771,AK07A02,,1,2592,,,Y,N,,,N,N,,,2052,234,0,Y,2592,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,9,,,N,N,N,N
68917,F,M+S,60689977,,M+S,,,,9771,WG78A01,,1,840,,,Y,N,,,N,N,,,72,276,840,Y,840,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2022,,N,N,N,N
63027,F,M+S,60620620,,M+S,,,,9771,AG08A02,,348,,,,Y,Y,,,N,N,,,1968,216,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
64925,F,M+S,60680418,,M+S,,,,9771,WE77A01,,30,,,,Y,Y,,,N,N,,,324,12,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
68920,F,M+S,60590545,,M+S,,VETCERT,,9771,AM06A01,,1,1800,,,Y,N,,,N,N,,,608,512,0,Y,1800,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
