KEY,FACE_TYPE,CLIENT_ID,SKU_ID,TRACKING_LEVEL,OWNER_ID,ORIGIN_ID,CONDITION_ID,SPEC_CODE,SITE_ID,LOCATION_ID,ZONE_1,TRIGGER_QTY,MIN_REPLEN_QTY,MAX_TASK_QTY,MAX_RELD_REPLEN,AUTO_REPLEN,REPLEN_WHOLE,ABC_FREQUENCY,ABC_STORAGE,ABC_DISABLE,BATCH_REPLEN_MODE,START_DSTAMP,END_DSTAMP,QTY_ON_HAND,QTY_ALLOCATED,QTY_DUE,PRIMARY_FACE,MAXIMUM_QTY,OVERFILL_RELATIVE_QTY,REPLEN_TRACKING_LEVEL,CE_INV_TYPE,CE_UNDER_BOND,MULTIPLE_LOCATIONS,REPLEN_ON_HOLD,REPLEN_TO_TRIGGER,REPLEN_SPLIT_TO_FIT,MAX_LOCATIONS,FROM_LOCATION,TO_LOCATION,FROM_AISLE,TO_AISLE,FROM_BAY,TO_BAY,FROM_LEVEL,TO_LEVEL,USER_DEF_TYPE_1,USER_DEF_TYPE_2,USER_DEF_TYPE_3,USER_DEF_TYPE_4,USER_DEF_TYPE_5,USER_DEF_TYPE_6,USER_DEF_TYPE_7,USER_DEF_TYPE_8,USER_DEF_CHK_1,USER_DEF_CHK_2,USER_DEF_CHK_3,USER_DEF_CHK_4
65614,F,M+S,60679736,,M+S,,VETCERT,,9771,AS30A02,,1,2000,,,Y,N,,,N,N,,,910,2710,2000,Y,2000,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
64993,F,M+S,60290651,,M+S,,,,9771,WE40A02,,30,,,,Y,Y,,,N,N,,,606,0,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
61619,F,M+S,60634049,,M+S,,,,9771,AP32A01,,1,4080,,,Y,N,,,N,N,,,152,208,4080,Y,4080,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
62717,F,M+S,21042088,,M+S,,VETCERT,,9771,AH63A01,,1,2088,,,Y,N,,,N,N,,,480,1696,1920,Y,2088,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
64523,F,M+S,60613753,,M+S,,,,9771,WD16A02,,30,,,,Y,Y,,,N,N,,,504,96,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
61621,F,M+S,60629284,,M+S,,VETCERT,,9771,AP33A01,,1,1280,,,Y,N,,,N,N,,,1140,390,0,Y,1280,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
64524,F,M+S,60161844,,M+S,,,,9771,WF43A01,,15,,,,Y,Y,,,N,N,,,51,12,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,3,0,,N,N,N,N
61629,F,M+S,60647232,,M+S,,VETCERT,,9771,AP40A02,,1,2160,,,Y,N,,,N,N,,,780,330,0,Y,2160,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,30,,,N,N,N,N
64999,F,M+S,20001413,,M+S,,,,9771,WA29A01,,60,,,,Y,Y,,,N,N,,,492,204,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,12,0,,N,N,N,N
67241,F,M+S,60722279,,M+S,,VETCERT,,9771,BC58A01,,1,400,,,Y,N,,,N,N,,,32,216,328,Y,400,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
50525,F,M+S,60508479,,M+S,,,,9771,AN42A02,,324,,,,Y,Y,,,N,N,,,225,126,306,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,9,,,N,N,N,N
61630,F,M+S,60619340,,M+S,,,,9771,AP41A02,,162,,,,Y,Y,,,N,N,,,1140,450,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
62727,F,M+S,60572090,,M+S,,,,9771,AH73A01,,180,,,,Y,Y,,,N,N,,,600,108,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
61632,F,M+S,60540787,,M+S,,VETCERT,,9771,AP42A02,,1,2352,,,Y,N,,,N,N,,,2208,528,0,Y,2352,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,48,,,N,N,N,N
62731,F,M+S,60594533,,M+S,,,,9771,BA08A01,,144,,,,Y,Y,,,N,N,,,1200,258,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
65445,F,M+S,60452820,,M+S,,,,9771,AS46A02,,96,,,,Y,Y,,,N,N,,,378,0,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
61633,F,M+S,60627350,,M+S,,,,9771,AP43A01,,162,,,,Y,Y,,,N,N,,,738,486,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
31994,F,M+S,60044180,,M+S,,,,9771,AW17A02,,336,,,,Y,Y,,,N,N,,,1854,6,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
67266,F,M+S,21054015,,M+S,,VETCERT,,9771,BC71A01,,1,1800,,,Y,N,,,N,N,,,576,3660,3600,Y,1800,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
67257,F,M+S,60602547,,M+S,,,,9771,AP35A02,,224,,,,Y,Y,,,N,N,,,1560,56,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
61637,F,M+S,60578799,,M+S,,VETCERT,,9771,AR11A01,,1,880,,,Y,N,,,N,N,,,268,360,880,Y,880,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,4,,,N,N,N,N
52959,F,M+S,60010858,,M+S,,VETCERT,,9771,WM76A02,,1,5040,,,Y,N,,,N,N,,,0,0,0,N,5040,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
67302,F,M+S,60708538,,M+S,,,,9771,WB04A02,,60,,,,Y,Y,,,N,N,,,180,78,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
61639,F,M+S,60627373,,M+S,,,,9771,AP49A01,,264,,,,Y,Y,,,N,N,,,1080,888,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
65850,F,M+S,60698707,,M+S,,,,9771,AJ67A02,,192,,,,Y,Y,,,N,N,,,810,6,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
61983,F,M+S,60104118,,M+S,,,,9771,AH20A02,,270,,,,Y,Y,,,N,N,,,198,1032,2160,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
65868,F,M+S,60161825,,M+S,,,,9771,WB56A01,,30,,,,Y,Y,,,N,N,,,276,244,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
61988,F,M+S,60011413,,M+S,,,,9771,AG48A01,,1,3960,,,Y,N,,,N,N,,,2496,696,0,Y,3960,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
65919,F,M+S,60271733,,M+S,,,,9771,WB68A01,,30,,,1,Y,Y,,,N,N,,,552,132,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
61733,F,M+S,60477321,,M+S,,,,9771,AZ59A01,,1,8400,,,Y,N,,,N,N,,,5910,870,0,Y,8400,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,30,,,N,N,N,N
65921,F,M+S,60182019,,M+S,,,,9771,WB69A01,,30,,,,Y,Y,,,N,N,,,720,84,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
54708,F,M+S,60627120,,M+S,,,,9771,WG45A01,,30,,,,Y,Y,,,N,N,,,594,60,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
66738,F,M+S,60584959,,M+S,,VETCERT,,9771,BB41A01,,1,4800,,,Y,N,,,N,N,,,2736,1200,0,Y,4800,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,48,,,N,N,N,N
60585,F,M+S,60510381,,M+S,,,,9771,AR53A02,,324,,,,Y,Y,,,N,N,,,3141,153,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,9,,,N,N,N,N
67642,F,M+S,60712598,,M+S,,,,9771,WE68A02,,1,672,,,Y,N,,,N,N,,,294,186,0,Y,672,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
55528,F,M+S,60629530,,M+S,,,,9771,WG15A01,,1,840,,,Y,N,,,N,N,,,294,18,0,Y,840,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
67683,F,M+S,60013197,,M+S,,,,9771,AG71A01,,1,3696,,,Y,N,,,N,N,,,2904,456,0,Y,3696,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,24,,,N,N,N,N
67692,F,M+S,60467051,,M+S,,,,9771,AF45A02,,1,1188,,,Y,N,,,N,N,,,30,492,1188,Y,1188,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
61813,F,M+S,60576610,,M+S,,,,9771,AH16A02,,408,,,,Y,Y,,,N,N,,,3204,492,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
66896,F,M+S,60680849,,M+S,,,,9771,BC68A02,,180,,,,Y,Y,,,N,N,,,156,324,900,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
70259,F,M+S,60071317,,M+S,,VETCERT,,9771,BB30A02,,1,378,,,Y,N,,,N,N,,,0,0,0,N,378,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,9,,,N,N,N,N
54019,F,M+S,60626731,,M+S,,,,9771,WG35A02,,30,,,,Y,Y,,,N,N,,,0,0,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2022,,N,N,N,N
55536,F,M+S,60271733,,M+S,,,,9771,WF74A01,,30,,,1,Y,Y,,,N,N,,,156,120,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
67694,F,M+S,60555650,,M+S,,,,9771,AF34A02,,60,,,,Y,Y,,,N,N,,,360,1008,900,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
67696,F,M+S,60722692,,M+S,,,,9771,AG55A01,,30,,,,Y,Y,,,N,N,,,1248,90,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
70265,F,M+S,21059813,,M+S,,VETCERT,,9771,BB49A02,,1,360,,,Y,N,,,N,N,,,120,84,0,N,360,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
32008,F,M+S,60283655,,M+S,,,,9771,AW28A01,,336,,,,Y,Y,,,N,N,,,4230,36,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
32010,F,M+S,60283766,,M+S,,,,9771,AW33A01,,336,,,,Y,Y,,,N,N,,,3162,60,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
54166,F,M+S,60083464,,M+S,,,,9771,WF23A02,,30,,,,Y,Y,,,N,N,,,432,138,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
67711,F,M+S,60383162,,M+S,,,,9771,AH08A01,,1,5520,,,Y,N,,,N,N,,,2496,432,0,Y,5520,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,24,,,N,N,N,N
67714,F,M+S,60511166,,M+S,,,,9771,AH65A01,,30,,,,Y,Y,,,N,N,,,1074,228,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
43665,F,M+S,60042981,,M+S,,,,9771,AX31A02,,336,,,,Y,Y,,,N,N,,,396,246,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
67727,F,M+S,60465369,,M+S,,,,9771,AJ35A02,,60,,,,Y,Y,,,N,N,,,852,24,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
62828,F,M+S,60677828,,M+S,,,,9771,AE47A01,,120,,,,Y,Y,,,N,N,,,720,192,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,24,,,N,N,N,N
67730,F,M+S,60625110,,M+S,,,,9771,AK39A01,,30,,,,Y,Y,,,N,N,,,774,144,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
70270,F,M+S,60289413,,M+S,,VETCERT,,9771,BB58A02,,1,640,,,Y,N,,,N,N,,,640,1480,1280,N,640,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
67731,F,M+S,20059282,,M+S,,,,9771,AK47A01,,30,,,,Y,Y,,,N,N,,,558,42,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
70272,F,M+S,60289413,,M+S,,VETCERT,,9771,BB62A02,,1,640,,,Y,N,,,N,N,,,600,1540,1280,N,640,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
67734,F,M+S,60727669,,M+S,,VETCERT,,9771,AH31A01,,1,1080,,,Y,N,,,N,N,,,114,168,1050,Y,1080,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
67743,F,M+S,60701497,,M+S,,VETCERT,,9771,AK48A01,,1,1456,,,Y,N,,,N,N,,,1096,504,0,Y,1456,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
67473,F,M+S,60706868,,M+S,,,,9771,WG31A01,,6,,,,Y,Y,,,N,N,,,498,42,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
63600,F,M+S,20059521,,M+S,,,,9771,AL11A01,,90,,,,Y,Y,,,N,N,,,220,1010,1080,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
70283,F,M+S,20062785,,M+S,,,,9771,BB34A01,,30,,,,Y,Y,,,N,N,,,372,768,900,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
60886,F,M+S,60590505,,M+S,,VETCERT,,9771,AM44A01,,1,735,,,Y,N,,,N,N,,,378,140,0,Y,735,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,7,,,N,N,N,N
70321,F,M+S,60430156,,M+S,,,,9771,BB42A02,,216,,,,Y,Y,,,N,N,,,1188,168,0,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
55795,F,M+S,60071317,,M+S,,VETCERT,,9771,AW46A01,,1,378,,,Y,N,,,N,N,,,0,0,0,Y,378,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,9,,,N,N,N,N
70327,F,M+S,60430156,,M+S,,,,9771,BB74A01,,216,,,,Y,Y,,,N,N,,,1632,204,0,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
63626,F,M+S,21041675,,M+S,,,,9771,AM51A01,,108,,,,Y,Y,,,N,N,,,504,840,1188,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
70358,F,M+S,60480601,,M+S,,VETCERT,,9771,WB64A01,,1,720,,,Y,N,,,N,N,,,72,48,0,N,720,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
70370,F,M+S,60028850,,M+S,,,,9771,AF03A02,,30,,,,Y,Y,,,N,N,,,45,52,120,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,1,,,N,N,N,N
60916,F,M+S,60555243,,M+S,,VETCERT,,9771,AS12A02,,1,864,,,Y,N,,,N,N,,,348,528,864,Y,864,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
70371,F,M+S,60028787,,M+S,,,,9771,AE71A02,,120,,,,Y,Y,,,N,N,,,192,160,0,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
60922,F,M+S,60037329,,M+S,,,,9771,AS58A01,,216,,,,Y,Y,,,N,N,,,288,0,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
67802,F,M+S,21041182,,M+S,,,,9771,AM30A02,,30,,,,Y,Y,,,N,N,,,414,372,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
63898,F,M+S,20059566,,M+S,,,,9771,AN73A01,,301,,,,Y,Y,,,N,N,,,1008,35,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,7,,,N,N,N,N
70933,F,M+S,60622134,,M+S,,VETCERT,,9771,BE35A01,,1,280,,,Y,N,,,N,N,,,0,16,0,N,280,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,4,,,N,N,N,N
70938,F,M+S,60622134,,M+S,,VETCERT,,9771,BE47A01,,1,280,,,Y,N,,,N,N,,,12,12,0,N,280,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,4,,,N,N,N,N
64349,F,M+S,60465731,,M+S,,,,9771,AG18A02,,192,,,,Y,Y,,,N,N,,,1740,156,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
64373,F,M+S,60189202,,M+S,,,,9771,WE10A01,,30,,,,Y,Y,,,N,N,,,138,96,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
61688,F,M+S,60086224,,M+S,,VETCERT,,9771,AG72A02,,1,1566,,,Y,N,,,N,N,,,1434,738,0,Y,1566,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
61689,F,M+S,60635017,,M+S,,,,9771,AL41A02,,108,,,,Y,Y,,,N,N,,,132,288,432,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
70956,F,M+S,60627775,,M+S,,VETCERT,,9771,BD09A02,,1,240,,,Y,N,,,N,N,,,18,24,240,Y,240,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
64290,F,M+S,60472065,,M+S,,,,9771,AK21A01,,100,,,,Y,Y,,,N,N,,,190,190,700,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,5,,,N,N,N,N
64374,F,M+S,60652569,,M+S,,,,9771,AX63A01,,240,,,,Y,Y,,,N,N,,,852,0,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
67745,F,M+S,60701496,,M+S,,VETCERT,,9771,AK49A01,,1,1456,,,Y,N,,,N,N,,,1320,4304,4368,Y,1456,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
66278,F,M+S,20001764,,M+S,,,,9771,WA04A01,,30,,,,Y,Y,,,N,N,,,372,150,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
66286,F,M+S,20059824,,M+S,,,,9771,WA22A02,,1,660,,,Y,N,,,N,N,,,660,0,660,Y,660,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
66294,F,M+S,60060090,,M+S,,,,9771,WA32A02,,30,,,,Y,Y,,,N,N,,,396,156,0,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2022,,N,N,N,N
55907,F,M+S,20002246,,M+S,,,,9771,WF21A01,,30,,,,Y,Y,,,N,N,,,54,360,690,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
66298,F,M+S,60072049,,M+S,,,,9771,WA36A01,,1,900,,,Y,N,,,N,N,,,132,666,900,Y,900,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
66315,F,M+S,60472671,,M+S,,,,9771,WA66A01,,1,3168,,,Y,N,,,N,N,,,0,0,0,Y,3168,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,12,2023,,N,N,N,N
66326,F,M+S,60499895,,M+S,,,,9771,WA74A01,,30,,,,Y,Y,,,N,N,,,222,696,672,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2022,,N,N,N,N
70961,F,M+S,60679730,,M+S,,VETCERT,,9771,BF71A01,,1,2695,,,Y,N,,,N,N,,,679,1785,2387,N,2695,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,7,,,N,N,N,N
66342,F,M+S,60573094,,M+S,,,,9771,WB12A02,,30,,,,Y,Y,,,N,N,,,24,744,720,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2018,,N,N,N,N
66344,F,M+S,60596375,,M+S,,,,9771,WB14A02,,60,,,,Y,Y,,,N,N,,,828,1152,1320,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,12,2023,,N,N,N,N
66345,F,M+S,60596376,,M+S,,,,9771,WB15A01,,60,,,,Y,Y,,,N,N,,,240,1032,1260,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,12,2023,,N,N,N,N
59899,F,M+S,20001801,,M+S,,,,9771,AK54A01,,300,,,,Y,Y,,,N,N,,,156,384,1200,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
66352,F,M+S,60620273,,M+S,,,,9771,WB41A01,,30,,,,Y,Y,,,N,N,,,204,552,840,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
66357,F,M+S,60626220,,M+S,,,,9771,WB43A02,,1,900,,,Y,N,,,N,N,,,114,102,0,Y,900,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2022,,N,N,N,N
66363,F,M+S,60628287,,M+S,,,,9771,WB49A01,,30,,,,Y,Y,,,N,N,,,60,174,900,N,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,6,0,,N,N,N,N
70967,F,M+S,60681460,,M+S,,VETCERT,,9771,BE07A02,,1,240,,,Y,N,,,N,N,,,72,132,240,N,240,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
66369,F,M+S,60633713,,M+S,,,,9771,WB60A02,,1,672,,,Y,N,,,N,N,,,600,84,0,N,672,,,E,E,N,Y,N,N,,,,,,,,,,,,,,,6,2023,,N,N,N,N
49020,F,M+S,60490191,,M+S,,,,9771,AR14A01,,396,,,,Y,Y,,,N,N,,,360,288,1164,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
70974,F,M+S,60681460,,M+S,,VETCERT,,9771,BE22A02,,1,240,,,Y,N,,,N,N,,,192,114,0,N,240,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
67746,F,M+S,60165244,,M+S,,,,9771,AK15A02,,30,,,,Y,Y,,,N,N,,,756,384,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
70980,F,M+S,60694159,,M+S,,VETCERT,,9771,BE58A02,,1,1200,,,Y,N,,,N,N,,,756,1380,1200,Y,1200,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
70988,F,M+S,60694793,,M+S,,VETCERT,,9771,BD27A02,,1,300,,,Y,N,,,N,N,,,48,12,0,N,300,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
61191,F,M+S,60479423,,M+S,,,,9771,AT39A02,,96,,,,Y,Y,,,N,N,,,540,294,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
60927,F,M+S,20059540,,M+S,,,,9771,AW32A02,,336,,,,Y,Y,,,N,N,,,270,90,4956,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
71028,F,M+S,60578800,,M+S,,VETCERT,,9771,BD64A01,,1,880,,,Y,N,,,N,N,,,592,1900,1760,N,880,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,4,,,N,N,N,N
59932,F,M+S,60008416,,M+S,,,,9771,AK57A02,,318,,,,Y,Y,,,N,N,,,246,66,1272,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
71033,F,M+S,20001610,,M+S,,VETCERT,,9771,BD74A01,,1,1760,,,Y,N,,,N,N,,,1224,368,0,N,1760,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
60932,F,M+S,60590460,,M+S,,,,9771,AM44A02,,114,,,,Y,Y,,,N,N,,,474,60,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
66809,F,M+S,60711178,,M+S,,,,9771,BB79A01,,80,,,,Y,Y,,,N,N,,,444,0,0,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,4,,,N,N,N,N
66970,F,M+S,60037456,,M+S,,,,9771,AQ57A02,,40,,,,Y,Y,,,N,N,,,32,272,432,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,8,,,N,N,N,N
67226,F,M+S,60699345,,M+S,,,,9771,WG68A02,,60,,,,Y,Y,,,N,N,,,900,156,0,Y,,,,E,E,N,N,N,N,,,,,,,,,,,,,,,12,0,,N,N,N,N
71034,F,M+S,60706229,,M+S,,VETCERT,,9771,BD05A01,,1,252,,,Y,N,,,N,N,,,0,1098,1260,N,252,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
55942,F,M+S,60576841,,M+S,,VETCERT,,9771,AM24A02,,1,1380,,,Y,N,,,N,N,,,6,6,0,Y,1380,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
67881,F,M+S,20002405,,M+S,,,,9771,AM47A02,,240,,,,Y,Y,,,N,N,,,1338,3780,4308,Y,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
71059,F,M+S,60680914,,M+S,,VETCERT,,9771,BE19A01,,1,210,,,Y,N,,,N,N,,,0,780,840,N,210,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
71060,F,M+S,60680914,,M+S,,VETCERT,,9771,BE29A01,,1,210,,,Y,N,,,N,N,,,192,906,840,N,210,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
71065,F,M+S,60681780,,M+S,,,,9771,BF67A02,,30,,,,Y,Y,,,N,N,,,54,6,0,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
59957,F,M+S,60080014,,M+S,,VETCERT,,9771,AU17A02,,1,4800,,,Y,N,,,N,N,,,4248,1080,0,Y,4800,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,24,,,N,N,N,N
61225,F,M+S,60011217,,M+S,,VETCERT,,9771,AU32A01,,1,2000,,,Y,N,,,N,N,,,60,620,1340,Y,2000,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,10,,,N,N,N,N
71066,F,M+S,60681780,,M+S,,,,9771,BF71A02,,30,,,,Y,Y,,,N,N,,,456,18,0,N,,,,NB,N,N,N,N,N,,,,,,,,,,,,,,,6,,,N,N,N,N
71068,F,M+S,60691973,,M+S,,VETCERT,,9771,BF75A02,,1,1800,,,Y,N,,,N,N,,,708,48,0,N,1800,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
71069,F,M+S,60691973,,M+S,,VETCERT,,9771,BF69A02,,1,1800,,,Y,N,,,N,N,,,720,48,0,N,1800,,,NB,N,N,Y,N,N,,,,,,,,,,,,,,,12,,,N,N,N,N
