DATE,USER_ID,REPLEN_SKIP_FROM_LOC,REPLENISH_TO_LOC,REPLEN_AISLE,SKIP_AISLE,AISLE_DISTANCE,TIME_TO_SKIP,,,,
22/10/2024,RAJEJA,AB19E02,BD66A02,BD,AB,26,55.848969,,,,
22/10/2024,SCOTNE,VEOUTE01,AK33A02,AK,VE,26,4.616216,,,,
22/10/2024,SEMEHA,BF20C02,AS57A02,AS,BF,26,10.688467,,,,
22/10/2024,SEMEHA,AB19E02,BD21A01,BD,AB,26,14.569535,,,,
22/10/2024,SEMEHA,AX41C02,WE05A01,WE,AX,26,2.05381,,,,
22/10/2024,SEMEHA,AU74E01,WG57A02,WG,AU,26,3.578955,,,,
22/10/2024,SEMEHA,BA14J01,WB41A01,WB,BA,26,2.436789,,,,
22/10/2024,SEMEHA,BA14J01,WB41A01,WB,BA,26,25.482946,,,,
22/10/2024,SEMEHA,BB34J01,WA04A02,WA,BB,26,2.337782,,,,
22/10/2024,SEMEHA,BB52C01,WA04A02,WA,BB,26,22.286922,,,,
22/10/2024,SEMEHA,BB34J01,WA04A02,WA,BB,26,31.869677,,,,
23/10/2024,AMALIK,WM12L02,AP50A01,AP,WM,26,25.429794,,,,
23/10/2024,AMALIK,VDOUTE01,AL31A01,AL,VD,26,821.749922,,,,
23/10/2024,GHAZRE,WH37G02,AT60A02,AT,WH,26,59.349216,,,,
23/10/2024,GHAZRE,WH37G02,AT60A02,AT,WH,26,238.889297,,,,
23/10/2024,KABIWA,WD09C01,AY65A02,AY,WD,26,99.133188,,,,
23/10/2024,KHANRA,WG28C02,AU53A01,AU,WG,26,2.62351,,,,
23/10/2024,MANSUS,BF25L01,AS71A01,AS,BF,26,84.321177,,,,
23/10/2024,MANSUS,VL46A02,AS71A01,AS,VL,26,90.014855,,,,
23/10/2024,PANKPA,AA60L02,BC59A02,BC,AA,26,14.844205,,,,
23/10/2024,PURIBE,WE80G01,AX56A02,AX,WE,26,9.747696,,,,
23/10/2024,SEMEHA,BF02C01,AS73A02,AS,BF,26,634.204137,,,,
23/10/2024,SEMEHA,AY05C02,WD51A01,WD,AY,26,10.234614,,,,
23/10/2024,SEMEHA,AY20C01,WD51A01,WD,AY,26,10.901834000000001,,,,
23/10/2024,SEMEHA,AY43C02,WD51A01,WD,AY,26,11.545485,,,,
24/10/2024,AMALIK,BG50C02,AE16A01,AE,BG,26,357.775621,,,,
24/10/2024,AMALIK,WH24G01,AT33A01,AT,WH,26,118.906244,,,,
24/10/2024,KANRAH,AC51G01,BE09A01,BE,AC,26,8.919725,,,,
24/10/2024,LAKHSO,AW70C02,WF66A01,WF,AW,26,786.082891,,,,
24/10/2024,LAKHSO,AS57G01,BF12A01,BF,AS,26,26.614768,,,,
25/10/2024,EBRAMO,WM33J02,AP26A02,AP,WM,26,18.950674,,,,
25/10/2024,EBRAMO,WG59E01,AU29A02,AU,WG,26,28.438659,,,,
25/10/2024,EBRAMO,AW69E02,WF59A02,WF,AW,26,10.267877,,,,
25/10/2024,HOLMNA,WL14G01,AQ68A01,AQ,WL,26,69.69193,,,,
25/10/2024,HOLMNA,WL14G01,AQ19A02,AQ,WL,26,36.365123,,,,
25/10/2024,KUMAAJ,VBOUTE01,AM69A02,AM,VB,26,1.730191,,,,
25/10/2024,RAJEJA,WK15C02,AR24A01,AR,WK,26,72.671442,,,,
25/10/2024,RASHZA,VBOUTE01,AM63A02,AM,VB,26,517.744947,,,,
25/10/2024,ROJEMA,VHOUTE01,AG21A02,AG,VH,26,58.121313,,,,
25/10/2024,SHAHCH,WK02G02,AR03A01,AR,WK,26,92.278571,,,,
26/10/2024,ABBAMA,BB03L02,WA57A02,WA,BB,26,2.960066,,,,
26/10/2024,KAILPA,BF18L01,AS53A02,AS,BF,26,1668.427227,,,,
26/10/2024,MATHVI,VKOUTA01,AE53A02,AE,VK,26,111.393336,,,,
26/10/2024,MATHVI,VL72A01,AS07A01,AS,VL,26,4.640765,,,,
26/10/2024,MATHVI,VL72A01,AS07A01,AS,VL,26,22.766553000000002,,,,
26/10/2024,RAJEJA,VL72A01,AS29A02,AS,VL,26,68.624866,,,,
26/10/2024,RAJEJA,AW47G02,WF19A01,WF,AW,26,6.957022,,,,
26/10/2024,RASHZA,WM26J02,AP08A02,AP,WM,26,96.432849,,,,
26/10/2024,RASHZA,WM26J02,AP08A02,AP,WM,26,98.12004,,,,
26/10/2024,RASHZA,WM26J02,AP08A02,AP,WM,26,157.834367,,,,
26/10/2024,RASHZA,WM26J02,AP08A02,AP,WM,26,159.274206,,,,
26/10/2024,RASHZA,WK27G01,AR43A01,AR,WK,26,109.527756,,,,
26/10/2024,RASHZA,WK27G01,AR43A01,AR,WK,26,111.032321,,,,
27/10/2024,GHAZRE,WD45J02,AY19A01,AY,WD,26,5.499201,,,,
27/10/2024,HOLMNA,WH75C01,AT23A02,AT,WH,26,26.547555,,,,
27/10/2024,MANJSI,VEOUTC01,AK65A02,AK,VE,26,125.379085,,,,
27/10/2024,RAJEJA,VEOUTC01,AK16A01,AK,VE,26,21.414623,,,,
27/10/2024,RAJEJA,WK05L02,AR43A02,AR,WK,26,85.492878,,,,
27/10/2024,SHAHCH,WD20E01,AY60A01,AY,WD,26,5.567262,,,,
27/10/2024,SHAHCH,WK27C01,AR47A01,AR,WK,26,31.991549,,,,
27/10/2024,SHAHCH,WK27C01,AR47A01,AR,WK,26,52.607497,,,,
27/10/2024,SHAHCH,WG49G02,AU21A01,AU,WG,26,25.420765,,,,
27/10/2024,SHAHCH,WD03J02,AY16A01,AY,WD,26,72.411648,,,,
27/10/2024,SHAHCH,WH04J02,AT40A01,AT,WH,26,45.406243,,,,
27/10/2024,SHAHCH,WG49G02,AU61A01,AU,WG,26,70.643827,,,,
27/10/2024,SHAHCH,WD03J02,AY59A01,AY,WD,26,5.654132,,,,
27/10/2024,SHAHCH,WD62J01,AY59A01,AY,WD,26,7.150526,,,,
27/10/2024,SHAHCH,WG15J02,AU15A01,AU,WG,26,3.387662,,,,
27/10/2024,TAJINSIN,AU28C02,WG16A02,WG,AU,26,356.073393,,,,
27/10/2024,WOODPE,VK34A02,AE42A01,AE,VK,26,3450.961801,,,,
28/10/2024,DAYAEB,WK80C02,AR43A02,AR,WK,26,3.073653,,,,
28/10/2024,DAYAEB,WM55E01,AP25A02,AP,WM,26,56.601235,,,,
28/10/2024,GHAZRE,WA71C01,BB69A02,BB,WA,26,1403.277837,,,,
28/10/2024,HOLMNA,WA58C01,BB62A01,BB,WA,26,61.231907,,,,
28/10/2024,HOLMNA,WA58C01,BB62A01,BB,WA,26,84.675003,,,,
28/10/2024,KHASH,WE78G02,AX12A01,AX,WE,26,12.357552,,,,
28/10/2024,KHASH,AX04E01,WE45A02,WE,AX,26,24.457963,,,,
28/10/2024,KHASH,AX51E02,WE45A02,WE,AX,26,26.849855,,,,
28/10/2024,KIANKH,WG32L02,AU70A01,AU,WG,26,5.884816,,,,
28/10/2024,RAJEJA,VDOUTA01,AL34A01,AL,VD,26,38.076782,,,,
28/10/2024,RAJEJA,VEOUTE02,AK11A02,AK,VE,26,5.225255,,,,
28/10/2024,SZCZDA,VBOUTL02,AM24A02,AM,VB,26,414.244143,,,,
29/10/2024,AAKAMU,WA22J01,BB32A01,BB,WA,26,3.827592,,,,
29/10/2024,BAJISI,BA68C02,WB20A01,WB,BA,26,409.19061,,,,
29/10/2024,BIBIHA,VHOUTG01,AG08A02,AG,VH,26,5.186521,,,,
29/10/2024,BUTTAZ,VDOUTJ02,AL13A02,AL,VD,26,265.0612,,,,
29/10/2024,BUTTAZ,VDOUTA01,AL13A02,AL,VD,26,274.111346,,,,
29/10/2024,BUTTAZ,VBOUTE02,AM21A02,AM,VB,26,140.915321,,,,
29/10/2024,BUTTAZ,VBOUTA02,AM21A02,AM,VB,26,149.16397,,,,
29/10/2024,BUTTAZ,VBOUTE02,AM21A02,AM,VB,26,167.157789,,,,
29/10/2024,BUTTAZ,VBOUTA02,AM21A02,AM,VB,26,170.361347,,,,
29/10/2024,BUTTAZ,VBOUTE02,AM21A02,AM,VB,26,183.494511,,,,
29/10/2024,BUTTAZ,VBOUTA02,AM21A02,AM,VB,26,186.038923,,,,
29/10/2024,CERVPA,WA22G01,BB14A02,BB,WA,26,270.775664,,,,
29/10/2024,CERVPA,WA69C01,BB63A02,BB,WA,26,207.720191,,,,
29/10/2024,HOLMNA,WD55J01,AY68A02,AY,WD,26,1089.751083,,,,
29/10/2024,KARDZO,VB04N01,AM14A01,AM,VB,26,2.262551,,,,
29/10/2024,KARDZO,VB04N01,AM14A01,AM,VB,26,16.721905,,,,
29/10/2024,KIANKH,WM36J01,AP56A02,AP,WM,26,3047.902546,,,,
29/10/2024,KIANKH,VGOUTN02,AH04A01,AH,VG,26,1.639287,,,,
29/10/2024,LANKJA,VD73N01,AL11A01,AL,VD,26,3.331754,,,,
29/10/2024,LEVIKE,VB04N01,AM11A02,AM,VB,26,2.844908,,,,
29/10/2024,LEVIKE,VB04N01,AM15A01,AM,VB,26,3.2749,,,,
29/10/2024,MATHVI,AA04C01,BC57A01,BC,AA,26,9.585487,,,,
29/10/2024,MATHVI,WG70G01,AU62A02,AU,WG,26,5.710612,,,,
29/10/2024,MEHMAK,WH66G01,AT10A01,AT,WH,26,7.0621,,,,
29/10/2024,MUHAZE,BG53L01,AE19A01,AE,BG,26,2602.089795,,,,
29/10/2024,RAJEJA,VHOUTA01,AG12A02,AG,VH,26,3.9466229999999998,,,,
29/10/2024,RASHZA,WM36J01,AP54A02,AP,WM,26,56.788347,,,,
29/10/2024,STIRAN,AB14C01,BD37A01,BD,AB,26,789.211899,,,,
29/10/2024,SUTKEV,WA38E02,BB48A01,BB,WA,26,2027.502034,,,,
29/10/2024,SZCZDA,WG72C01,AU76A01,AU,WG,26,381.395825,,,,
30/10/2024,BILLMA,BG25G01,AE35A02,AE,BG,26,534.140572,,,,
30/10/2024,BILLMA,BG25G01,AE35A02,AE,BG,26,538.912535,,,,
30/10/2024,HOLMNA,BA08L01,WB68A01,WB,BA,26,56.923857,,,,
30/10/2024,HOLMNA,BA32L01,WB68A01,WB,BA,26,67.622315,,,,
30/10/2024,KABIWA,VL08A01,AS09A01,AS,VL,26,264.600915,,,,
30/10/2024,KABIWA,AA08G02,BC18A02,BC,AA,26,73.759113,,,,
30/10/2024,KAILPA,VL18A01,AS72A01,AS,VL,26,21.089711,,,,
30/10/2024,KHASH,AA10A01,BC43A01,BC,AA,26,3.674242,,,,
30/10/2024,KHASH,VBOUTJ01,AM49A02,AM,VB,26,1113.433254,,,,
30/10/2024,KHASH,VH09E02,AG19A02,AG,VH,26,1077.225369,,,,
30/10/2024,KHASH,VH09E02,AG19A02,AG,VH,26,1085.344574,,,,
30/10/2024,KHASH,VH35E02,AG19A02,AG,VH,26,1087.44608,,,,
30/10/2024,KIANKH,WM40C02,AP19A02,AP,WM,26,10.585432,,,,
30/10/2024,KIANKH,WM73E02,AP19A02,AP,WM,26,13.884291,,,,
30/10/2024,KONARA,BG72C02,AE57A02,AE,BG,26,308.601373,,,,
30/10/2024,MANJSI,VL18A01,AS49A01,AS,VL,26,3.663642,,,,
30/10/2024,MATHVI,WM75C01,AP09A01,AP,WM,26,13.604606,,,,
30/10/2024,MUHAZE,VHOUTJ01,AG68A02,AG,VH,26,5.250273,,,,
30/10/2024,PANKPA,VD14N02,AL76A02,AL,VD,26,30.619806,,,,
30/10/2024,SAMAAB,AA10G02,BC77A02,BC,AA,26,119.348401,,,,
30/10/2024,SAMAAB,AA10G02,BC77A02,BC,AA,26,136.453113,,,,
30/10/2024,SEMEHA,AA60L02,BC22A02,BC,AA,26,252.396312,,,,
30/10/2024,SEMEHA,AA60L02,BC68A02,BC,AA,26,6.089485,,,,
30/10/2024,SEMEHA,AA60L02,BC56A02,BC,AA,26,9.438929,,,,
30/10/2024,SEMEHA,AA67G02,BC56A02,BC,AA,26,29.008222,,,,
30/10/2024,SIDDUM,WE35J02,AX12A01,AX,WE,26,1184.245491,,,,
30/10/2024,SIDDUM,WE01C01,AX12A01,AX,WE,26,1188.915278,,,,
31/10/2024,GHAZRE,WA19E01,BB60A01,BB,WA,26,705.817514,,,,
31/10/2024,GHAZRE,WE47E02,AX20A02,AX,WE,26,77.405777,,,,
31/10/2024,KANRAH,AX13L02,WE39A02,WE,AX,26,51.806946,,,,
31/10/2024,KHASH,AY79C01,WD64A02,WD,AY,26,20.74993,,,,
31/10/2024,KHASH,BB26G01,WA16A01,WA,BB,26,14.910134,,,,
31/10/2024,KHASH,AU49C01,WG43A02,WG,AU,26,27.332311,,,,
31/10/2024,KHASH,AX47C02,WE26A02,WE,AX,26,21.137161,,,,
31/10/2024,KHASH,AU23J02,WG49A01,WG,AU,26,9.127752,,,,
31/10/2024,KHASH,BA11L02,WB17A01,WB,BA,26,14.085776,,,,
31/10/2024,KHASH,BA02E02,WB74A02,WB,BA,26,8.257545,,,,
31/10/2024,KHASH,VH55C02,AG20A01,AG,VH,26,503.170881,,,,
31/10/2024,NAAMMU,AA60G01,BC60A02,BC,AA,26,2.424654,,,,
31/10/2024,NAAMMU,BB26G01,WA39A01,WA,BB,26,7.572677,,,,
31/10/2024,SEMEHA,WH07J02,AT75A01,AT,WH,26,8.471147,,,,
31/10/2024,SEMEHA,WH24J02,AT75A01,AT,WH,26,12.108978,,,,
31/10/2024,SEMEHA,WL59C01,AQ32A01,AQ,WL,26,5.730647,,,,
31/10/2024,WINSBU,VEOUTL02,AK39A01,AK,VE,26,58845.46273,,,,
31/10/2024,WINSBU,VEOUTL02,AK39A01,AK,VE,26,59710.42299,,,,
01/11/2024,DAYAEB,WG70G01,AU07A02,AU,WG,26,74.489228,,,,
01/11/2024,KHASH,AU27L02,WG12A01,WG,AU,26,22.848788,,,,
01/11/2024,KHASH,AU13G02,WG12A01,WG,AU,26,48.171785,,,,
01/11/2024,KHASH,WA03J02,BB61A01,BB,WA,26,7.105596,,,,
01/11/2024,LABADA,AY14C01,WD34A01,WD,AY,26,1.9422139999999999,,,,
01/11/2024,MATHVI,WK39J02,AR35A02,AR,WK,26,116.633616,,,,
01/11/2024,MATHVI,BG67C01,AE19A01,AE,BG,26,52.611747,,,,
01/11/2024,MATHVI,BG67C01,AE19A01,AE,BG,26,89.024443,,,,
01/11/2024,MATHVI,BG54G01,AE38A01,AE,BG,26,42.283366,,,,
01/11/2024,NAAMMU,WK10L01,AR60A02,AR,WK,26,366.656754,,,,
01/11/2024,RAJEJA,WM61J01,AP29A01,AP,WM,26,24.069867,,,,
01/11/2024,RAJEJA,WM61J01,AP29A01,AP,WM,26,26.949164,,,,
01/11/2024,RAJEJA,AU27L02,WG04A02,WG,AU,26,74.100469,,,,
01/11/2024,RAJEJA,AU56L02,WG04A02,WG,AU,26,77.209324,,,,
01/11/2024,RAJEJA,WF36C02,AW67A02,AW,WF,26,58.201713,,,,
01/11/2024,SHAHCH,WM34L02,AP69A01,AP,WM,26,93.037912,,,,
01/11/2024,SHAHCH,WA36G01,BB59A01,BB,WA,26,33.59771,,,,
01/11/2024,SIDDUM,WH32J02,AT13A02,AT,WH,26,290.202443,,,,
01/11/2024,SINGKA,VAOUTJ01,AN17A01,AN,VA,26,72.723214,,,,
01/11/2024,TAJINSIN,AA35A01,BC53A02,BC,AA,26,2.951799,,,,
30/09/2024,BUTTAZ,WL08J01,AP19A02,AP,WL,25,140.430047,,,,
30/09/2024,CHARRA,WD46C02,AX50A01,AX,WD,25,2.589575,,,,
30/09/2024,DAYAEB,VEOUTA02,AJ61A01,AJ,VE,25,160.410598,,,,
30/09/2024,GHAZRE,AT52G01,WG74A01,WG,AT,25,2.680917,,,,
30/09/2024,LEVIKE,VA69N01,AM05A02,AM,VA,25,4.739504,,,,
30/09/2024,MANJSI,WD46C02,AX72A01,AX,WD,25,45.466993,,,,
30/09/2024,RAJEJA,VDOUTN02,AK69A01,AK,VD,25,0.480874,,,,
30/09/2024,SEMEHA,AB06G01,BC26A01,BC,AB,25,3.117762,,,,
30/09/2024,STIRAN,VA06N02,AM41A02,AM,VA,25,4.303791,,,,
30/09/2024,STIRAN,VA06N02,AM63A02,AM,VA,25,3.125925,,,,
30/09/2024,WOODPE,VC74E01,AL17A02,AL,VC,25,94.051295,,,,
30/09/2024,WOODPE,VC51G02,AL17A02,AL,VC,25,95.387509,,,,
30/09/2024,WOODPE,VC46J01,AL17A02,AL,VC,25,96.974165,,,,
30/09/2024,WOODPE,VC40E01,AL17A02,AL,VC,25,98.368204,,,,
30/09/2024,WOODPE,VC49E02,AL17A02,AL,VC,25,99.699632,,,,
30/09/2024,ZEMLIL,AT25C02,WG26A01,WG,AT,25,7.739534,,,,
01/10/2024,EBRAMO,AU67E02,WF61A02,WF,AU,25,1.8894039999999999,,,,
01/10/2024,HASEAB,AA08G02,BB71A01,BB,AA,25,142.435313,,,,
01/10/2024,IRSHHA,VAOUTC01,AM19A02,AM,VA,25,21.870302,,,,
01/10/2024,KIANKH,WG28G02,AT19A02,AT,WG,25,2.295758,,,,
01/10/2024,RAJEJA,BE30J01,AS13A02,AS,BE,25,12.880857,,,,
01/10/2024,RAJEJA,AB43J01,BC69A02,BC,AB,25,612.24522,,,,
01/10/2024,SEMEHA,AA59C02,BB39A01,BB,AA,25,3.1929629999999998,,,,
01/10/2024,WOODPE,VGOUTE01,AG65A02,AG,VG,25,222.842415,,,,
01/10/2024,ZEBAKH,VAOUTN01,AM46A01,AM,VA,25,149.91741,,,,
01/10/2024,ZEBAKH,VAOUTN01,AM46A01,AM,VA,25,152.863786,,,,
01/10/2024,ZEBAKH,WD78L02,AX12A01,AX,WD,25,1101.009155,,,,
01/10/2024,ZEBAKH,WD51J01,AX36A01,AX,WD,25,12.681601,,,,
02/10/2024,EBRAMO,VAOUTL02,AM19A02,AM,VA,25,16.229378,,,,
02/10/2024,EBRAMO,WD17C02,AX24A01,AX,WD,25,302.503857,,,,
02/10/2024,GHAZRE,VFOUTA01,AH53A01,AH,VF,25,2171.236928,,,,
02/10/2024,GHAZRE,AU44L02,WF76A02,WF,AU,25,28.322502,,,,
02/10/2024,HOLMNA,AX19C01,WD70A02,WD,AX,25,108.655457,,,,
02/10/2024,JAWAAL,AU11G02,WF05A01,WF,AU,25,11.46139,,,,
02/10/2024,JAWAAL,AU11G02,WF05A01,WF,AU,25,87.352246,,,,
02/10/2024,JAWAAL,AU52J01,WF05A01,WF,AU,25,96.902087,,,,
02/10/2024,KIANKH,VAOUTA01,AM55A02,AM,VA,25,3.8828139999999998,,,,
02/10/2024,KIANKH,WD32G01,AX40A01,AX,WD,25,46.794741,,,,
02/10/2024,KIANKH,VFOUTL02,AH74A02,AH,VF,25,126.312105,,,,
02/10/2024,KIANKH,VFOUTL02,AH35A01,AH,VF,25,162.241198,,,,
02/10/2024,KIANKH,WL14A02,AP22A01,AP,WL,25,3.689356,,,,
02/10/2024,PURIBE,WF23E02,AU37A01,AU,WF,25,58.494441,,,,
02/10/2024,RASHZA,WE36C02,AW46A02,AW,WE,25,36.989408,,,,
02/10/2024,RASHZA,WL38E01,AP56A01,AP,WL,25,149.057843,,,,
02/10/2024,SEMEHA,AB23E01,BC23A02,BC,AB,25,3.573419,,,,
02/10/2024,SUTKEV,VFOUTL02,AH04A01,AH,VF,25,2.409738,,,,
02/10/2024,SUTKEV,VFOUTL02,AH09A01,AH,VF,25,3.25663,,,,
02/10/2024,ZEBAKH,VFOUTL02,AH65A02,AH,VF,25,2.173819,,,,
03/10/2024,DAYAEB,VGOUTC01,AG40A01,AG,VG,25,177.043204,,,,
03/10/2024,DAYAEB,VGOUTC02,AG40A01,AG,VG,25,188.136346,,,,
03/10/2024,DAYAEB,VGOUTC01,AG40A01,AG,VG,25,199.455577,,,,
03/10/2024,DAYAEB,VCOUTA01,AL12A02,AL,VC,25,177.27124,,,,
03/10/2024,DAYAEB,WF31C02,AU54A02,AU,WF,25,5.575766,,,,
03/10/2024,DAYAEB,WG68C02,AT64A01,AT,WG,25,237.583995,,,,
03/10/2024,DAYAEB,WG60L02,AT64A01,AT,WG,25,239.534433,,,,
03/10/2024,DAYAEB,VCOUTA01,AL40A01,AL,VC,25,1.291052,,,,
03/10/2024,DHILGU,VJ20A02,AE40A01,AE,VJ,25,140.266878,,,,
03/10/2024,DHILGU,VJ20A02,AE40A01,AE,VJ,25,178.683611,,,,
03/10/2024,DHILGU,VJ20A02,AE24A01,AE,VJ,25,125.409402,,,,
03/10/2024,EBRAMO,VCOUTA01,AL30A02,AL,VC,25,8.104475,,,,
03/10/2024,EBRAMO,VAOUTC01,AM53A01,AM,VA,25,124.201176,,,,
03/10/2024,EBRAMO,VCOUTA01,AL38A01,AL,VC,25,3.071147,,,,
03/10/2024,EBRAMO,VCOUTA01,AL38A01,AL,VC,25,315.046828,,,,
03/10/2024,EBRAMO,VCOUTA01,AL38A01,AL,VC,25,319.447181,,,,
03/10/2024,JAWAAL,AX39J01,WD38A01,WD,AX,25,2.170069,,,,
03/10/2024,SAMAAB,WF65L02,AU62A02,AU,WF,25,4.46618,,,,
03/10/2024,SEMEHA,AX19C02,WD73A02,WD,AX,25,17.317307,,,,
03/10/2024,SEMEHA,WJ47C02,AR32A02,AR,WJ,25,11.423751,,,,
03/10/2024,TALHKH,VHOUTG02,AF29A02,AF,VH,25,2.817602,,,,
03/10/2024,UDDIMO,VCOUTA01,AL69A02,AL,VC,25,6.832531,,,,
03/10/2024,ZEBAKH,AB72G01,BC51A01,BC,AB,25,4.553247,,,,
04/10/2024,DHILGU,VEOUTE01,AJ68A02,AJ,VE,25,4.975375,,,,
04/10/2024,EBRAMO,WF34C01,AU41A02,AU,WF,25,2.374199,,,,
04/10/2024,KABIWA,VAOUTG01,AM24A02,AM,VA,25,338.281109,,,,
04/10/2024,KONARA,VAOUTG01,AM51A01,AM,VA,25,2.926929,,,,
04/10/2024,RASHZA,WJ44L02,AR11A01,AR,WJ,25,200.262491,,,,
04/10/2024,ZUBAHA,WE27L02,AW03A01,AW,WE,25,95.919652,,,,
04/10/2024,ZUBAHA,AZ72J02,WB06A02,WB,AZ,25,99.715827,,,,
04/10/2024,ZUBAHA,BG44C01,AF75A01,AF,BG,25,313.849992,,,,
05/10/2024,DAVKUM,WJ06A01,AR09A01,AR,WJ,25,95.30825,,,,
05/10/2024,EBRAMO,AS63J01,BE31A02,BE,AS,25,10.037648,,,,
05/10/2024,KHALMU,BG17L02,AF11A01,AF,BG,25,81.392713,,,,
05/10/2024,KHALMU,BG19J01,AF11A01,AF,BG,25,83.069293,,,,
05/10/2024,KHALMU,BG17L02,AF11A01,AF,BG,25,84.703558,,,,
05/10/2024,MUHAZE,BA10L02,WA26A01,WA,BA,25,1239.028653,,,,
05/10/2024,MUHAZE,BA10L02,WA26A01,WA,BA,25,1240.413388,,,,
05/10/2024,MUHAZE,BA10L02,WA26A01,WA,BA,25,1246.769785,,,,
05/10/2024,PANKPA,WG70E02,AT44A02,AT,WG,25,110.124736,,,,
05/10/2024,PANKPA,AB36C02,BC80A01,BC,AB,25,186.943186,,,,
05/10/2024,RAJEJA,WC06C01,AY60A01,AY,WC,25,14.407917,,,,
05/10/2024,SANDDE,VFOUTA02,AH17A02,AH,VF,25,512.462802,,,,
05/10/2024,SINGKA,BG06L01,AF17A01,AF,BG,25,1154.041879,,,,
06/10/2024,BIBIHA,WG40J01,AT52A01,AT,WG,25,702.642218,,,,
06/10/2024,BIBIHA,WF33C01,AU23A01,AU,WF,25,19.486917,,,,
06/10/2024,BIBIHA,WF01L01,AU23A01,AU,WF,25,20.904862,,,,
06/10/2024,BIBIHA,WD68J02,AX56A02,AX,WD,25,529.943239,,,,
06/10/2024,BIBIHA,VA12E02,AM30A02,AM,VA,25,542.857165,,,,
06/10/2024,BIBIHA,VA12E02,AM30A02,AM,VA,25,1385.832826,,,,
06/10/2024,HOLMNA,VC50J01,AL14A01,AL,VC,25,80.689791,,,,
06/10/2024,IRSHHA,AX24L01,WD53A01,WD,AX,25,55.174931,,,,
06/10/2024,PRZEPA,VG02G02,AG30A02,AG,VG,25,59848.17124,,,,
06/10/2024,PRZEPA,VG13G02,AG30A02,AG,VG,25,59849.05688,,,,
06/10/2024,RAJEJA,WK75G01,AQ27A02,AQ,WK,25,4.068135,,,,
06/10/2024,SINGAN,WE35L02,AW45A01,AW,WE,25,18.131261,,,,
07/10/2024,BAJISI,WK01C02,AQ67A02,AQ,WK,25,10.826296,,,,
07/10/2024,BAJISI,WJ79L01,AR59A02,AR,WJ,25,9.328945,,,,
07/10/2024,BIBIHA,VCOUTJ01,AL15A01,AL,VC,25,4.5732990000000004,,,,
07/10/2024,BIBIHA,WD34E02,AX22A02,AX,WD,25,4.441605,,,,
07/10/2024,BROJAM,WK66J01,AQ10A02,AQ,WK,25,8.450842,,,,
07/10/2024,BUTTAZ,WK78G01,AQ10A02,AQ,WK,25,217.566275,,,,
07/10/2024,IRSHHA,WM55E01,AN46A02,AN,WM,25,276.674652,,,,
07/10/2024,KHASH,AW72L01,WE34A01,WE,AW,25,1430.11677,,,,
07/10/2024,KHASH,AW72L01,WE34A01,WE,AW,25,1434.037251,,,,
07/10/2024,KHASH,AW72L01,WE34A01,WE,AW,25,1438.857835,,,,
07/10/2024,KHASH,BA02G02,WA60A01,WA,BA,25,13.768424,,,,
07/10/2024,KHASH,AY76G01,WC51A01,WC,AY,25,14.212082,,,,
07/10/2024,MANJSI,AW31L01,WE28A01,WE,AW,25,63.882853,,,,
07/10/2024,MANSUS,WJ79L01,AR72A01,AR,WJ,25,607.453367,,,,
07/10/2024,MANSUS,WJ79L01,AR72A01,AR,WJ,25,790.400955,,,,
07/10/2024,MANSUS,WJ79L01,AR72A01,AR,WJ,25,995.78218,,,,
07/10/2024,RAJEJA,VJOUTA02,AE05A02,AE,VJ,25,3.436406,,,,
07/10/2024,RAJEJA,WD21L01,AX47A02,AX,WD,25,25.21447,,,,
07/10/2024,SAMAAB,WF73L02,AU39A01,AU,WF,25,2.353865,,,,
07/10/2024,SAMAAB,WK70E02,AQ57A02,AQ,WK,25,313.127611,,,,
07/10/2024,SAMAAB,WK77J02,AQ57A02,AQ,WK,25,314.555894,,,,
07/10/2024,ZEBAKH,WB16L01,AZ63A01,AZ,WB,25,5.817302,,,,
07/10/2024,ZUBAHA,AS07L01,BE35A01,BE,AS,25,5.216678,,,,
07/10/2024,ZUBAHA,WJ79L01,AR31A02,AR,WJ,25,20.741858,,,,
08/10/2024,BUTTAZ,VGOUTN01,AG38A01,AG,VG,25,183.660599,,,,
08/10/2024,BUTTAZ,WJ21A02,AR62A02,AR,WJ,25,245.77535,,,,
08/10/2024,KHASH,AZ24E02,WB06A01,WB,AZ,25,2.198527,,,,
08/10/2024,LANKJA,VG26N01,AG21A02,AG,VG,25,2.700375,,,,
08/10/2024,MANJSI,AB52J02,BC39A01,BC,AB,25,241.173744,,,,
08/10/2024,MIKODO,VF74N02,AH22A02,AH,VF,25,92.709821,,,,
08/10/2024,MIKODO,VG26N01,AG60A02,AG,VG,25,278.134435,,,,
08/10/2024,MUHAZE,AZ73C01,WB14A02,WB,AZ,25,335.506984,,,,
08/10/2024,ZEBAKH,WK53J02,AQ53A01,AQ,WK,25,44.651729,,,,
09/10/2024,EBRAMO,WB49J01,AZ48A02,AZ,WB,25,2.01368,,,,
09/10/2024,KHASH,AX48G01,WD15A02,WD,AX,25,7.972158,,,,
09/10/2024,KHASH,AX60G02,WD15A02,WD,AX,25,9.20915,,,,
09/10/2024,SINGKA,AE68C02,BF03A02,BF,AE,25,1725.486436,,,,
10/10/2024,AAKAMU,VAOUTE02,AM10A01,AM,VA,25,2.513229,,,,
10/10/2024,DAVKUM,VG58L02,AG47A02,AG,VG,25,196.48742,,,,
